0, 8.10, -0.90, -0.30, -17.31, 39.00, 5.38
1, 8.08, -0.77, -0.41, -16.19, 44.06, 4.62
2, 8.03, -0.54, -0.40, -14.62, 48.81, 1.44
3, 8.48, -0.38, -0.42, -13.12, 55.00, -2.81
4, 8.24, -0.05, -0.08, -11.62, 64.38, -8.12
5, 8.17, 0.24, 0.60, -9.12, 68.31, -13.94
6, 8.44, 0.78, 1.16, -9.12, 68.31, -13.94
7, 8.64, 1.46, 1.53, -6.62, 68.19, -20.25
8, 9.09, 2.08, 1.99, -5.19, 68.56, -26.06
9, 9.69, 2.87, 2.11, -4.06, 69.56, -30.62
10, 10.18, 3.79, 2.15, -4.69, 72.69, -33.94
11, 10.40, 4.38, 3.01, -4.69, 72.69, -33.94
12, 11.13, 5.15, 3.87, -1.44, 72.88, -37.31
13, 12.66, 7.02, 6.26, 8.50, 66.81, -42.62
14, 13.63, 8.27, 6.79, 26.88, 56.62, -50.31
15, 14.45, 9.35, 7.07, 48.88, 48.06, -58.69
16, 15.05, 10.50, 7.19, 48.88, 48.06, -58.69
17, 15.88, 11.68, 6.84, 72.50, 39.94, -63.19
18, 16.68, 12.44, 6.56, 91.12, 28.06, -59.31
19, 17.19, 12.75, 6.73, 101.00, 17.94, -42.62
20, 17.66, 12.52, 7.06, 106.56, 9.38, -17.94
21, 17.90, 11.74, 7.57, 106.56, 9.38, -17.94
22, 17.88, 10.51, 7.97, 115.25, -0.50, 8.62
23, 17.60, 9.12, 8.10, 126.44, -14.38, 31.56
24, 17.23, 7.49, 8.01, 137.50, -31.88, 50.00
25, 16.87, 5.87, 7.76, 146.38, -49.44, 63.69
26, 16.42, 4.25, 7.41, 146.38, -49.44, 63.69
27, 15.96, 2.85, 6.83, 153.56, -64.31, 72.06
28, 15.58, 1.63, 6.06, 158.69, -77.44, 76.12
29, 15.27, 0.61, 5.36, 160.06, -87.06, 77.38
30, 14.71, -0.19, 4.81, 159.19, -92.81, 78.19
31, 14.30, -0.89, 4.33, 157.31, -94.69, 77.12
32, 13.85, -1.36, 3.84, 157.31, -94.69, 77.12
33, 13.20, -1.69, 3.60, 155.44, -92.75, 75.44
34, 12.58, -2.02, 3.72, 153.69, -88.50, 74.06
35, 12.00, -2.42, 4.18, 151.56, -83.31, 74.50
36, 11.93, -3.06, 4.49, 149.62, -81.94, 75.38
37, 11.36, -3.76, 4.90, 145.94, -84.44, 75.62
38, 10.98, -4.11, 4.74, 139.75, -89.50, 75.69
39, 10.38, -4.48, 4.50, 139.75, -89.50, 75.69
40, 9.79, -4.77, 4.21, 133.69, -92.12, 75.31
41, 9.57, -5.00, 3.75, 127.00, -90.38, 73.56
42, 9.67, -5.24, 3.21, 120.12, -85.75, 72.56
43, 9.56, -5.35, 2.91, 112.88, -81.56, 70.25
44, 9.46, -5.47, 2.52, 104.44, -80.31, 68.31
45, 9.28, -5.59, 2.82, 104.44, -80.31, 68.31
46, 8.78, -5.70, 3.00, 95.06, -82.94, 66.69
47, 8.05, -5.76, 2.91, 86.12, -89.19, 64.75
48, 7.40, -5.75, 2.79, 75.56, -94.38, 63.88
49, 6.82, -5.59, 2.67, 61.94, -96.56, 67.19
50, 5.93, -6.67, 2.49, 61.94, -96.56, 67.19
51, 5.67, -6.49, 2.15, 42.25, -97.69, 69.56
52, 4.98, -7.08, 2.21, 23.56, -95.69, 72.56
53, 4.88, -7.61, 1.52, 6.44, -92.81, 72.56
54, 4.58, -7.85, 1.32, -8.50, -86.56, 69.44
55, 4.37, -7.97, 0.88, -8.50, -86.56, 69.44
56, 4.26, -8.15, 0.39, -21.81, -78.75, 64.88
57, 4.03, -8.11, 0.15, -33.44, -68.31, 57.88
58, 3.78, -8.03, -0.03, -44.06, -56.75, 51.19
59, 3.70, -8.28, -0.33, -54.38, -45.50, 46.50
60, 3.85, -8.35, -0.59, -54.38, -45.50, 46.50
61, 3.80, -8.23, -0.49, -66.44, -34.69, 43.00
62, 3.87, -8.20, 0.27, -79.06, -26.12, 40.81
63, 4.52, -8.52, 0.75, -86.62, -24.00, 38.00
64, 4.82, -8.83, 0.99, -90.31, -26.06, 30.56
65, 4.84, -8.87, 1.01, -90.31, -26.06, 30.56
66, 4.98, -8.74, 0.74, -93.62, -28.88, 21.75
67, 5.12, -8.63, 0.40, -100.25, -29.62, 14.88
68, 5.15, -8.44, 0.00, -109.81, -28.19, 9.94
69, 5.23, -8.07, -0.40, -121.50, -24.19, 7.62
70, 5.31, -7.72, -0.80, -135.00, -17.88, 8.12
71, 5.36, -7.45, -0.98, -135.00, -17.88, 8.12
72, 5.33, -7.27, -0.96, -148.06, -10.19, 9.94
73, 5.73, -7.43, -0.64, -159.50, -2.62, 12.31
74, 6.21, -7.76, -0.12, -169.56, 2.88, 13.31
75, 6.52, -8.02, 0.49, -174.00, 3.62, 8.94
76, 6.80, -8.02, 0.79, -170.75, -0.81, -2.38
77, 6.94, -7.71, 0.71, -164.00, -6.81, -18.44
78, 6.70, -7.10, 0.49, -157.12, -11.19, -34.19
79, 6.36, -6.32, 0.05, -157.12, -11.19, -34.19
80, 6.05, -5.59, -0.38, -154.38, -12.19, -45.00
81, 5.96, -4.40, -0.76, -157.69, -10.25, -49.69
82, 6.04, -3.84, -0.47, -164.31, -6.19, -51.38
83, 6.01, -3.39, -0.12, -170.31, -4.00, -50.75
84, 6.04, -3.12, 0.25, -174.06, -6.12, -51.25
85, 6.04, -2.75, 0.39, -174.06, -6.12, -51.25
86, 5.71, -2.18, 0.48, -173.75, -11.38, -55.31
87, 5.39, -1.36, 0.44, -169.81, -17.00, -62.00
88, 5.04, 0.40, -0.34, -164.69, -22.88, -68.31
89, 4.92, 1.05, -0.78, -161.38, -25.50, -71.25
90, 4.95, 1.73, -1.08, -160.94, -24.94, -71.56
91, 5.10, 2.52, -1.24, -163.88, -22.25, -71.38
92, 5.23, 3.36, -1.35, -167.19, -19.56, -70.06
93, 5.37, 4.16, -1.32, -167.19, -19.56, -70.06
94, 5.42, 5.01, -1.14, -168.50, -17.38, -67.81
95, 5.58, 5.72, -1.01, -164.50, -15.06, -65.56
96, 5.71, 6.34, -0.94, -154.12, -13.00, -65.25
97, 6.09, 7.09, -0.94, -139.50, -11.31, -67.44
98, 6.18, 7.82, -1.22, -124.38, -10.69, -70.88
99, 5.82, 8.50, -1.25, -124.38, -10.69, -70.88
100, 5.75, 9.25, -1.55, -110.44, -9.44, -72.75
101, 5.75, 9.86, -1.59, -98.62, -7.56, -71.25
102, 5.87, 10.38, -1.58, -87.69, -4.81, -67.81
103, 5.89, 10.72, -1.36, -76.81, -1.44, -65.06
104, 5.91, 11.04, -1.04, -66.25, 2.38, -62.69
105, 5.76, 11.25, -0.81, -55.50, 5.00, -59.44
