0, 6.75, 0.47, 2.20, 24.00, 63.88, 9.12
1, 6.81, 0.24, 2.38, 29.12, 73.25, 11.81
2, 7.64, -0.39, 2.68, 24.88, 83.38, 14.25
3, 8.66, -0.84, 2.52, 24.88, 83.38, 14.25
4, 9.68, -1.40, 2.63, 26.00, 82.38, 6.75
5, 11.01, -1.72, 2.38, 32.38, 81.88, -10.69
6, 12.69, -1.90, 1.99, 32.38, 81.88, -10.69
7, 14.29, -1.63, 1.68, 46.62, 78.00, -57.94
8, 16.07, -1.02, 1.48, 46.31, 79.88, -79.25
9, 18.02, -0.18, 1.83, 43.56, 82.88, -93.44
10, 20.14, 0.68, 2.51, 43.56, 82.88, -93.44
11, 22.27, 1.76, 3.55, 43.56, 82.88, -93.44
12, 24.53, 2.81, 4.94, 44.81, 79.69, -99.81
13, 26.43, 4.08, 6.26, 41.56, 72.06, -88.56
14, 28.23, 4.74, 7.39, 28.44, 58.56, -64.19
15, 29.16, 5.06, 9.51, 13.31, 36.69, -35.69
16, 28.76, 5.35, 10.45, 13.31, 36.69, -35.69
17, 28.89, 4.79, 10.26, 1.06, 1.38, -4.44
18, 28.88, 3.89, 9.69, -5.19, -37.75, 19.88
19, 27.98, 3.30, 8.93, -3.38, -69.88, 34.44
20, 26.79, 2.68, 8.29, 2.88, -95.25, 43.56
21, 25.47, 1.98, 7.68, 2.88, -95.25, 43.56
22, 24.05, 1.51, 7.02, 10.25, -117.56, 50.00
23, 22.71, 1.39, 6.54, 14.25, -138.00, 54.50
24, 21.22, 1.43, 6.00, 16.69, -152.50, 60.06
25, 19.81, 1.36, 5.41, 18.44, -160.81, 66.25
26, 18.67, 1.09, 4.85, 18.44, -160.81, 66.25
27, 17.66, 0.77, 4.43, 18.38, -162.62, 70.88
28, 16.55, 0.82, 4.33, 13.06, -161.88, 74.00
29, 15.60, 0.91, 4.67, 4.81, -160.38, 75.19
30, 14.82, 1.02, 5.28, 1.44, -158.06, 74.19
31, 14.28, 1.31, 5.61, 1.44, -158.06, 74.19
32, 13.67, 1.72, 6.08, 0.50, -156.00, 69.81
33, 12.71, 2.12, 6.51, 2.31, -156.69, 65.75
34, 11.88, 2.56, 6.51, 5.25, -159.69, 64.50
35, 11.27, 2.99, 6.09, 4.25, -159.44, 67.06
36, 10.48, 3.26, 5.27, 4.25, -159.44, 67.06
37, 9.67, 3.34, 4.35, -3.50, -151.44, 73.25
38, 9.31, 3.14, 3.70, -18.12, -137.88, 82.56
39, 8.98, 2.61, 3.65, -37.69, -124.50, 88.56
40, 8.35, 2.26, 3.56, -55.50, -112.88, 88.56
41, 7.74, 2.27, 3.68, -55.50, -112.88, 88.56
42, 7.23, 2.31, 4.85, -64.44, -104.31, 86.62
43, 6.83, 1.90, 5.47, -61.31, -103.00, 81.38
44, 6.47, 0.79, 4.97, -50.38, -103.50, 69.00
45, 5.96, 0.96, 3.60, -41.94, -99.75, 57.75
46, 5.18, 1.43, 2.02, -39.81, -90.38, 54.12
47, 4.56, 1.08, 0.85, -39.81, -90.38, 54.12
48, 4.38, 1.00, -0.34, -42.19, -75.06, 54.06
49, 3.98, 0.97, -1.33, -51.44, -53.94, 57.69
50, 3.37, 0.72, -1.46, -62.88, -34.25, 64.25
51, 3.38, 0.09, -0.81, -70.62, -20.94, 69.06
52, 3.50, -0.40, -0.66, -70.62, -20.94, 69.06
53, 3.52, -0.68, -0.46, -75.38, -14.25, 69.19
54, 3.51, -1.10, 0.34, -76.25, -17.00, 63.75
55, 3.23, -1.52, 0.40, -71.75, -24.25, 54.75
56, 2.97, -1.49, 0.43, -66.19, -31.69, 46.50
57, 2.80, -1.74, 0.20, -62.31, -39.50, 39.56
58, 2.66, -2.06, -0.51, -62.75, -46.38, 34.38
59, 2.26, -2.05, -1.17, -68.62, -51.06, 32.56
60, 1.96, -2.11, -1.57, -68.62, -51.06, 32.56
61, 1.85, -2.22, -1.71, -75.19, -54.06, 32.75
62, 1.76, -2.27, -1.59, -77.00, -56.25, 30.38
63, 1.93, -2.24, -1.76, -74.12, -56.81, 25.19
64, 2.10, -2.06, -1.70, -67.19, -56.88, 19.12
65, 2.22, -1.94, -1.45, -67.19, -56.88, 19.12
66, 2.33, -1.90, -1.04, -58.19, -61.94, 12.56
67, 2.42, -1.97, -0.97, -48.25, -73.56, 5.94
68, 2.23, -1.98, -1.30, -39.88, -89.06, -0.06
69, 2.27, -1.92, -2.01, -35.19, -102.38, -4.44
70, 2.34, -1.69, -3.00, -35.94, -108.81, -5.19
71, 2.36, -1.23, -4.00, -35.94, -108.81, -5.19
72, 2.14, -0.91, -4.77, -43.50, -106.12, -0.44
73, 1.77, -0.71, -5.12, -54.56, -96.69, 11.12
74, 1.19, -1.72, -3.96, -64.81, -86.31, 25.56
75, 0.87, -2.76, -3.65, -67.12, -81.25, 32.75
76, 0.33, -3.69, -3.46, -56.88, -78.25, 22.88
77, 0.19, -4.43, -3.16, -32.94, -71.88, -4.38
78, 0.25, -4.77, -3.50, -1.62, -59.06, -42.62
79, 0.00, -4.51, -4.00, -1.62, -59.06, -42.62
80, -0.10, -3.62, -4.25, 22.38, -37.25, -85.12
81, 0.08, -2.50, -4.13, 33.69, -6.81, -119.19
82, 0.76, -0.72, -3.20, 35.25, 26.88, -136.25
83, 1.52, 1.38, -1.57, 27.56, 52.88, -132.75
84, 2.00, 3.40, 0.17, 27.56, 52.88, -132.75
85, 2.47, 5.04, 1.99, 10.00, 63.94, -116.25
86, 3.02, 6.25, 3.95, -12.50, 60.75, -92.38
87, 3.46, 6.93, 5.34, -29.75, 46.94, -61.19
88, 3.70, 7.13, 5.85, -40.31, 28.00, -30.62
89, 3.69, 6.90, 5.72, -40.31, 28.00, -30.62
90, 3.85, 6.49, 5.16, -44.69, 8.69, -10.31
91, 4.23, 6.04, 4.29, -45.38, -5.94, -2.25
92, 4.20, 5.47, 3.46, -39.12, -15.19, -2.88
93, 3.78, 5.10, 2.90, -24.31, -22.94, -11.38
94, 3.58, 4.91, 2.45, -2.88, -29.50, -25.19
95, 3.59, 4.83, 1.90, -2.88, -29.50, -25.19
96, 3.37, 4.79, 1.35, 23.12, -30.38, -40.31
97, 3.63, 4.63, 0.94, 47.25, -26.50, -54.75
98, 4.23, 4.77, 0.39, 64.31, -23.81, -64.38
99, 4.11, 5.12, -0.27, 70.19, -24.75, -66.94
100, 3.67, 5.86, -1.04, 70.19, -24.75, -66.94
101, 3.50, 6.66, -1.57, 66.94, -21.81, -58.69
102, 3.80, 6.96, -2.30, 63.38, -11.31, -39.19
103, 4.38, 6.49, -3.12, 61.50, 5.56, -19.56
104, 4.90, 5.75, -3.56, 61.00, 23.25, -4.62
105, 5.15, 4.92, -3.59, 61.00, 23.25, -4.62
106, 5.09, 4.10, -3.28, 64.38, 34.12, 4.81
107, 5.25, 3.02, -3.21, 72.50, 39.75, 3.94
108, 5.83, 2.05, -3.73, 80.44, 46.94, -6.94
109, 6.35, 1.43, -3.94, 87.62, 57.62, -18.88
110, 6.64, 0.90, -3.12, 97.56, 67.38, -29.12
111, 7.10, 0.91, -2.72, 109.94, 74.44, -39.06
112, 7.74, 1.14, -2.39, 109.94, 74.44, -39.06
113, 8.27, 0.99, -1.98, 122.81, 76.38, -47.38
114, 9.09, 0.80, -2.02, 133.69, 71.50, -56.12
115, 10.23, 0.91, -2.93, 139.38, 66.19, -63.06
116, 11.18, 0.89, -3.82, 139.06, 64.75, -63.56
117, 11.29, 0.77, -4.41, 133.56, 67.25, -60.06
118, 11.52, 0.81, -5.23, 133.56, 67.25, -60.06
119, 11.72, 0.87, -5.42, 124.38, 74.62, -51.56
120, 11.69, 0.04, -4.77, 116.12, 82.88, -40.19
121, 12.49, -1.07, -3.98, 113.94, 85.88, -37.25
122, 13.65, -2.39, -3.41, 117.50, 82.94, -47.31
123, 14.63, -3.61, -3.19, 123.19, 78.44, -64.75
124, 15.50, -3.93, -3.48, 126.75, 75.56, -79.19
125, 15.35, -3.64, -3.10, 127.44, 72.38, -87.94
126, 15.56, -3.42, -3.48, 122.44, 71.75, -91.69
127, 15.53, -2.91, -3.61, 122.44, 71.75, -91.69
128, 15.51, -2.67, -3.50, 113.12, 73.25, -85.06
129, 15.76, -3.02, -3.62, 101.19, 76.38, -69.94
130, 15.88, -3.70, -3.23, 86.88, 78.44, -54.06
131, 16.05, -4.40, -2.54, 72.25, 75.69, -45.31
132, 16.13, -4.93, -1.99, 62.88, 71.25, -43.88
133, 16.54, -5.08, -1.72, 62.88, 71.25, -43.88
134, 16.76, -4.59, -1.80, 61.06, 70.06, -46.06
135, 16.99, -4.12, -1.51, 63.81, 73.94, -46.25
136, 17.18, -3.95, -0.64, 68.31, 78.19, -39.25
137, 17.15, -3.98, 1.22, 71.12, 76.62, -26.75
138, 16.90, -4.13, 2.06, 68.88, 71.75, -11.75
139, 16.58, -4.31, 2.80, 60.81, 65.56, 4.88
140, 16.40, -4.44, 3.16, 48.25, 56.50, 22.69
141, 16.04, -4.51, 3.34, 48.25, 56.50, 22.69
142, 15.70, -4.74, 3.46, 32.75, 45.12, 40.69
143, 15.37, -5.14, 3.65, 18.12, 30.56, 56.88
144, 14.97, -5.64, 3.72, 6.38, 14.19, 68.81
145, 14.60, -6.27, 3.46, -2.31, -1.38, 74.94
146, 14.03, -6.62, 2.87, -2.31, -1.38, 74.94
147, 13.25, -6.73, 2.23, -10.69, -12.19, 75.75
148, 12.62, -6.87, 1.60, -19.88, -18.19, 73.81
149, 12.05, -6.85, 1.15, -28.56, -20.38, 69.19
150, 11.63, -6.75, 0.78, -34.75, -20.81, 61.44
151, 11.25, -6.60, 0.51, -34.75, -20.81, 61.44
152, 10.78, -6.28, 0.32, -36.62, -19.50, 50.50
153, 10.28, -5.81, 0.23, -35.69, -17.75, 39.12
154, 10.15, -5.41, 0.28, -32.69, -16.19, 31.25
155, 10.08, -5.23, 0.40, -31.62, -15.12, 26.50
156, 9.80, -5.02, 0.54, -33.75, -15.00, 25.38
157, 9.45, -4.74, 0.61, -40.38, -15.56, 29.62
158, 9.14, -4.72, 0.38, -52.69, -15.62, 36.94
159, 8.89, -4.77, 0.20, -52.69, -15.62, 36.94
160, 8.82, -4.76, 0.07, -66.62, -15.38, 44.94
161, 8.95, -4.83, 0.12, -76.50, -15.88, 51.00
162, 9.45, -4.95, -0.03, -77.88, -18.88, 50.94
163, 9.73, -4.96, -0.27, -70.31, -19.44, 43.50
164, 10.19, -4.89, -0.61, -56.69, -17.69, 33.69
165, 10.53, -4.57, -1.35, -56.69, -17.69, 33.69
166, 10.35, -4.10, -2.02, -44.00, -10.31, 24.00
167, 10.06, -3.39, -2.81, -36.06, 4.06, 20.38
168, 9.34, -3.09, -2.68, -39.56, 19.00, 24.62
169, 8.94, -2.92, -2.25, -51.12, 27.69, 34.00
170, 9.02, -3.02, -1.90, -69.00, 33.31, 42.00
171, 8.91, -3.15, -1.40, -69.00, 33.31, 42.00
172, 8.85, -3.55, 0.02, -93.38, 39.25, 46.00
173, 8.74, -3.84, 1.79, -114.56, 37.75, 48.56
174, 9.77, -3.27, 2.83, -129.50, 26.06, 46.38
175, 9.90, -3.44, 2.96, -135.75, 11.44, 35.88
176, 9.80, -3.21, 2.73, -130.38, -3.69, 18.56
177, 9.98, -2.70, 2.07, -120.62, -16.06, 0.56
178, 9.90, -2.17, 1.35, -112.88, -23.19, -12.62
179, 9.70, -1.59, 0.74, -112.88, -23.19, -12.62
180, 9.56, -1.06, -0.01, -108.81, -25.62, -18.81
181, 9.34, -0.76, -0.66, -108.19, -22.94, -19.56
182, 9.28, -0.77, -0.96, -108.56, -16.62, -17.44
183, 9.34, -0.93, -0.86, -105.44, -10.38, -16.62
184, 9.57, -0.74, -0.74, -103.38, -5.25, -16.44
185, 9.40, -0.24, -0.40, -103.38, -5.25, -16.44
186, 9.08, 0.33, 0.01, -106.44, -5.19, -9.81
187, 9.00, 0.31, -0.26, -114.88, -9.00, 0.56
188, 8.71, 0.32, -0.78, -123.88, -9.25, 9.19
189, 8.52, 0.31, -1.14, -129.31, -4.50, 14.38
190, 8.57, -0.05, -1.40, -128.75, 2.38, 13.69
191, 8.56, -0.22, -1.03, -118.50, 8.62, 5.38
192, 8.72, -0.16, -0.04, -98.69, 9.38, -10.06
193, 9.18, -0.01, 0.35, -98.69, 9.38, -10.06
194, 9.12, 0.65, 0.47, -78.56, 7.19, -28.50
195, 8.76, 1.63, 0.34, -66.19, 5.88, -39.88
196, 8.52, 2.41, -0.03, -61.38, 8.12, -40.50
197, 8.38, 2.85, -0.13, -61.19, 11.25, -35.31
198, 8.48, 2.80, -0.21, -61.19, 11.25, -35.31
199, 8.58, 2.88, 0.03, -60.81, 14.31, -32.88
200, 8.54, 3.02, -0.22, -57.25, 16.62, -34.06
201, 8.32, 3.55, -0.19, -51.00, 20.19, -36.75
202, 8.24, 4.22, -0.16, -45.00, 23.19, -36.75
203, 8.35, 4.58, -0.19, -45.00, 23.19, -36.75
204, 8.46, 4.67, -0.34, -43.12, 26.19, -31.38
205, 8.49, 4.68, -0.35, -44.00, 31.00, -23.31
206, 8.71, 4.65, -0.27, -44.50, 36.06, -16.19
207, 9.02, 4.40, -0.26, -42.69, 39.50, -12.25
208, 9.12, 4.30, 0.04, -37.25, 41.06, -11.88
209, 9.26, 4.62, 0.25, -37.25, 41.06, -11.88
210, 9.42, 4.90, 0.25, -30.44, 41.31, -11.12
211, 9.37, 5.00, 0.25, -28.75, 40.44, -7.00
212, 9.59, 4.63, 0.10, -31.00, 39.88, 1.19
213, 9.75, 4.29, 0.15, -34.00, 40.75, 10.00
214, 9.95, 3.93, 0.54, -35.12, 41.31, 15.69
215, 10.23, 3.55, 0.77, -30.19, 39.06, 16.62
216, 10.37, 3.31, 0.82, -20.81, 35.62, 13.31
217, 10.23, 3.24, 0.96, -20.81, 35.62, 13.31
218, 10.23, 3.16, 1.05, -11.56, 31.94, 10.06
219, 10.29, 3.07, 1.02, -5.62, 28.06, 9.56
220, 10.25, 2.82, 1.07, -4.44, 24.06, 11.69
221, 10.25, 2.47, 1.05, -5.06, 19.94, 14.75
222, 10.30, 2.02, 1.03, -5.06, 19.94, 14.75
223, 10.25, 1.57, 1.09, -4.50, 16.38, 15.69
224, 10.18, 1.10, 0.86, -2.25, 11.94, 13.88
225, 10.02, 0.85, 0.60, 0.19, 7.12, 9.62
226, 9.95, 0.81, 0.43, 3.00, 2.88, 5.19
227, 9.95, 0.73, 0.16, 3.00, 2.88, 5.19
228, 9.90, 0.59, -0.03, 5.75, -0.06, 2.81
229, 9.81, 0.33, -0.09, 7.81, -1.00, 1.88
230, 9.81, 0.05, -0.13, 9.00, -1.12, 0.69
231, 9.82, -0.18, -0.09, 10.00, -1.56, -2.06
232, 9.89, -0.29, 0.09, 10.00, -1.56, -2.06
233, 9.89, -0.21, 0.04, 9.94, -4.38, -6.38
234, 9.76, -0.03, -0.17, 8.00, -8.38, -9.81
235, 9.72, 0.10, -0.43, 5.69, -10.31, -10.94
236, 9.70, 0.20, -0.59, 4.06, -10.56, -10.12
237, 9.70, 0.22, -0.71, 4.06, -10.56, -10.12
238, 9.68, 0.25, -0.71, 3.44, -9.69, -8.81
239, 9.81, 0.08, -0.54, 4.12, -9.12, -8.06
240, 10.00, 0.00, -0.72, 6.25, -9.12, -9.44
241, 9.78, 0.22, -0.91, 7.44, -8.38, -10.62
242, 9.67, 0.34, -1.04, 7.44, -8.38, -10.62
243, 9.75, 0.45, -1.23, 7.00, -6.94, -9.12
244, 9.67, 0.62, -1.23, 5.56, -3.75, -5.75
245, 9.62, 0.59, -1.06, 3.69, -0.06, -0.94
246, 9.63, 0.42, -0.85, 3.00, 2.50, 2.94
247, 9.75, 0.31, -0.59, 3.00, 2.50, 2.94
248, 9.88, 0.12, -0.50, 4.56, 3.56, 4.75
249, 9.91, -0.04, -0.49, 7.88, 3.31, 3.94
250, 9.81, -0.04, -0.56, 10.38, 2.88, 1.56
