0, 10.97, -1.64, -1.43, 46.25, 17.81, -9.25
1, 10.84, -1.58, -1.24, 44.56, 19.75, -8.62
2, 10.88, -1.56, -0.79, 44.50, 19.56, -8.50
3, 10.58, -1.18, -1.20, 43.50, 20.69, -6.56
4, 10.45, -1.02, -1.41, 43.50, 20.69, -6.56
5, 10.11, -0.81, -1.34, 39.44, 25.19, -3.81
6, 10.26, -0.68, -1.15, 35.25, 29.81, 0.88
7, 10.70, -0.69, -0.96, 33.56, 33.12, 4.75
8, 11.07, -0.76, -0.61, 36.19, 34.50, 4.44
9, 12.27, -0.75, -0.04, 36.19, 34.50, 4.44
10, 12.87, -0.90, 0.45, 42.75, 33.69, 1.44
11, 13.72, -0.92, 1.07, 50.31, 31.75, -4.94
12, 13.59, -0.72, 1.85, 59.62, 27.25, -14.75
13, 13.34, -0.95, 2.60, 72.88, 17.81, -21.69
14, 13.93, 0.02, 1.69, 88.69, 3.81, -18.50
15, 14.23, 0.85, 0.16, 88.69, 3.81, -18.50
16, 15.09, 0.51, -1.35, 85.88, -4.44, -1.81
17, 15.81, -0.24, -1.47, 66.38, -1.94, 23.44
18, 16.42, -1.03, -1.30, 40.44, 6.56, 43.38
19, 16.55, -1.97, -0.57, 19.38, 14.19, 55.06
20, 16.51, -2.72, 0.45, 19.38, 14.19, 55.06
21, 16.83, -2.98, 1.13, 14.00, 17.38, 57.94
22, 17.15, -3.25, 1.54, 21.50, 16.69, 53.75
23, 17.20, -3.62, 2.03, 35.81, 12.88, 45.69
24, 17.14, -3.76, 2.23, 51.75, 5.44, 36.69
25, 16.91, -3.76, 2.14, 51.75, 5.44, 36.69
26, 16.44, -4.02, 1.84, 61.88, -4.06, 30.69
27, 15.88, -4.33, 1.72, 65.94, -13.62, 28.00
28, 15.38, -4.62, 1.58, 64.69, -22.75, 25.44
29, 14.85, -4.76, 1.11, 56.75, -29.50, 23.50
30, 14.11, -4.53, 0.60, 56.75, -29.50, 23.50
31, 13.18, -4.28, 0.59, 36.94, -34.31, 25.44
32, 12.35, -4.33, 0.86, 8.12, -41.62, 33.19
33, 11.92, -4.51, 1.24, -21.12, -54.75, 42.00
34, 11.64, -4.60, 1.44, -45.50, -71.25, 47.06
35, 10.84, -4.70, 1.37, -63.00, -85.81, 49.25
36, 10.36, -4.99, 1.04, -73.38, -95.81, 49.88
37, 10.04, -5.17, 0.51, -73.38, -95.81, 49.88
